data0,data1,data2,data3,index0,index1,index2,index3
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0
0.5090785335797724,0.27442617819504517,0.5306149615618362,0.1802412917392489,0.0,0.0,0.0,0.0
0.37115455819083787,0.7390656340776391,0.561788445060132,0.326659999786089,13.0,8.0,2.0,19.0
0.37942104062395177,0.32909109600517283,0.47158770449395626,0.3015055521989804,22.0,13.0,12.0,35.0
0.5261246934398358,0.6246735523012614,0.4284287366398719,0.16654232887919368,28.0,18.0,16.0,45.0
0.6216997801445264,0.25227159922271003,0.6968765468612063,0.2180562484923946,33.0,27.0,16.0,60.0
0.7408200511682735,0.3097834241769889,0.2285274003549445,0.25032004380695,36.0,39.0,20.0,68.0
0.4700668335465113,0.4102036099721262,0.34599030403158626,0.2559812690118102,36.0,41.0,20.0,82.0
0.3368160740255301,0.269316450839604,0.17778099532109692,0.2702307042989591,40.0,44.0,23.0,95.0
